Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x72,x73,,x74,x75,x79,x81,x71
1130,0.00963197,0,0,0,0,0.00596445,0,0,0,0,0,0,0.0234811,0.0254325,0.0128974,0.0187094,0,0,0.00921445,0,0.0325937,0.00903772,0.0442557,0.0131448,0.00623091,0.0159228,0.0183065,0.0214925,0.0156578,0.0266812,0,0.0160197,0.0199071,0.0109662,0.0152875,0.0359402,0.00646062,0.017629,0.00936355,0.0111856,0,0.0104453,0.0200215,0.0143366,0,0,0.101024,0,0.0130024,0.0654829,0.0319522,0.0119186,0.017853,0.0134683,0.0212521,0.0591596,0.00776453,0.0141887,0.00610961,0.00927507,0.00532237,0.0255359,0.00802043,0.00672714,0.00809791,0.0452566,0.027107,0.0460509,0.0096992,0.0099349,0,0,0,0,0,0,0,0
1131,0.00999039,0,0,0,0,0.00583375,0,0,0,0,0,0,0.0229794,0.0253782,0.0134224,0.0188152,0,0,0.00935277,0,0.0325847,0.00913232,0.0441703,0.0159559,0.00565372,0.0177622,0.0184818,0.0215507,0.0183755,0.029683,0,0.0172392,0.0210303,0.011412,0.0145176,0.0360923,0.00656441,0.0175564,0.00938367,0.0114111,0,0.0102683,0.0199331,0.0147046,0,0,0.101183,0,0.0129234,0.065626,0.0319004,0.0117847,0.0177411,0.0136987,0.021389,0.059186,0.00794282,0.014529,0.00625555,0.00932651,0.00525865,0.0257107,0.00772754,0.00676092,0.00855,0.0453151,0.0272665,0.0461778,0.00935108,0.0101087,0,0,0,0,0,0,0,0
1132,0.010389,0,0,0,0,0.00568082,0,0,0,0,0,0,0.0215178,0.0253075,0.0138831,0.0189591,0,0,0.00949497,0,0.0325742,0.00923216,0.0441503,0.0184,0.00515294,0.0194984,0.0185471,0.0216075,0.0211365,0.0327185,0,0.0183743,0.0220011,0.0118466,0.0139218,0.03539,0.00665718,0.0174606,0.00942358,0.0113229,0,0.00982455,0.0198736,0.0150719,0,0,0.10127,0,0.012817,0.0657336,0.0317672,0.0113652,0.0176078,0.0137538,0.021396,0.0592457,0.00796722,0.0149678,0.00633462,0.00936701,0.00522583,0.0259815,0.00727341,0.00678676,0.00910622,0.0452981,0.0274215,0.0462897,0.00898071,0.010348,0,0,0,0,0,0,0,0
1133,0.0108242,0,0,0,0,0.00549321,0,0,0,0,0,0,0.0193626,0.0252943,0.0143132,0.0190202,0,0,0.00959862,0,0.0326329,0.00940551,0.0442544,0.0203792,0.00466166,0.0212222,0.0186388,0.0216087,0.0236519,0.0356033,0,0.0194374,0.0228456,0.0122215,0.0132991,0.0337192,0.00669828,0.0173622,0.00935946,0.0114959,0,0.00958423,0.0198228,0.0155266,0,0,0.101275,0,0.01273,0.0658015,0.031584,0.0111114,0.0175416,0.0137812,0.0214171,0.0593002,0.0079627,0.0152797,0.00642679,0.00938716,0.00534341,0.0261988,0.00695584,0.00695945,0.00962918,0.0452055,0.0275704,0.0464496,0.00859778,0.0106849,0,0,0,0,0,0,0,0
1134,0.011118,0,0,0,0,0.00539451,0,0,0,0,0,0,0.0170376,0.0252965,0.0146495,0.0190769,0,0,0.00969761,0,0.0327085,0.00967416,0.0443974,0.0221072,0.00430349,0.0229041,0.018805,0.0215747,0.0255974,0.0377394,0,0.0203835,0.0233832,0.0124711,0.0128679,0.0310999,0.00675067,0.0172589,0.00937303,0.0119258,0,0.00979824,0.0197492,0.0159794,0,0,0.101381,0,0.0126362,0.0658892,0.0315227,0.0113342,0.0175278,0.0137791,0.0213282,0.059366,0.00800174,0.0155114,0.00658055,0.00940948,0.00545868,0.0263841,0.00686803,0.00724355,0.00989191,0.0451211,0.0276439,0.0466127,0.00834352,0.011065,0,0,0,0,0,0,0,0
1135,0.0113374,0,0,0,0,0.00536237,0,0,0,0,0,0,0.0144298,0.0252244,0.0150443,0.01907,0,0,0.00986748,0,0.0327231,0.00978125,0.0446506,0.0237503,0.0039668,0.0245256,0.0189658,0.0216371,0.0270882,0.0392417,0,0.0212733,0.0237344,0.0126445,0.0125898,0.0280932,0.00677377,0.0171168,0.00954194,0.0122898,0,0.0100755,0.0195954,0.0163932,0,0,0.101591,0,0.0125418,0.0659809,0.0315805,0.0114872,0.0175289,0.0138129,0.0211017,0.0593852,0.00808018,0.0157044,0.00672503,0.00942577,0.00558751,0.026583,0.00680693,0.00743187,0.0101227,0.0450039,0.027661,0.046721,0.00810719,0.011438,0,0,0,0,0,0,0,0
1136,0.0115719,0,0,0,0,0.00530919,0,0,0,0,0,0,0.0112729,0.025132,0.0152874,0.0190199,0,0,0.00998595,0,0.0327401,0.0099547,0.0449172,0.0251523,0.00374456,0.0259038,0.0190608,0.0216622,0.0282929,0.0403828,0,0.0219508,0.0238788,0.0126909,0.01247,0.0248615,0.00680491,0.0170018,0.00962501,0.0125013,0,0.0101398,0.0194697,0.0166885,0,0,0.101894,0,0.0124623,0.066065,0.0317247,0.0116257,0.0175513,0.0138732,0.0208365,0.0593674,0.00813168,0.0157758,0.0068475,0.00941479,0.0056673,0.0267528,0.00653274,0.00745157,0.0104753,0.0449499,0.0277386,0.046772,0.00791614,0.0115588,0,0,0,0,0,0,0,0
1137,0.0116554,0,0,0,0,0.00527406,0,0,0,0,0,0,0.00818867,0.0250506,0.0156428,0.018907,0,0,0.0100123,0,0.0327426,0.0100951,0.0450635,0.0265978,0.00356117,0.0271983,0.0190648,0.0215881,0.0292978,0.0413785,0,0.0224723,0.0239901,0.0127141,0.0124126,0.0217117,0.00673124,0.0169155,0.00969417,0.0125213,0,0.0102044,0.0192735,0.0168525,0,0,0.102195,0,0.0123677,0.0661854,0.0316019,0.0118516,0.0175866,0.0138367,0.0205376,0.0592731,0.00811411,0.0158581,0.00693235,0.00931799,0.00581435,0.0269745,0.00621816,0.00757771,0.010777,0.0449407,0.0278807,0.0468042,0.00774957,0.0116038,0,0,0,0,0,0,0,0
1138,0.0117051,0,0,0,0,0.00535802,0,0,0,0,0,0,0.00546784,0.0250457,0.0161274,0.0187052,0,0,0.0100517,0,0.0327537,0.0102387,0.0450817,0.0275925,0.00331666,0.0282639,0.0191068,0.0216509,0.0301545,0.0421931,0,0.0228038,0.024064,0.0127414,0.0124053,0.0188104,0.00674071,0.0168337,0.00979881,0.0124888,0,0.010284,0.0191241,0.0169592,0,0,0.102464,0,0.0123568,0.066291,0.0315639,0.0121247,0.0177406,0.0136892,0.0202325,0.0592911,0.00808022,0.0157876,0.00690531,0.00912238,0.00581542,0.0271699,0.0059377,0.00766772,0.0109813,0.0449947,0.0279411,0.0468341,0.00773812,0.0115642,0,0,0,0,0,0,0,0
1139,0.0118209,0,0,0,0,0.00546773,0,0,0,0,0,0,0.00323198,0.0251133,0.0166174,0.0184715,0,0,0.0100803,0,0.0328187,0.0101639,0.0450749,0.0281747,0.00306804,0.0291276,0.0191917,0.0217245,0.0308235,0.0427719,0,0.0229125,0.0239797,0.0126174,0.0123968,0.0164508,0.00670604,0.0168089,0.00977007,0.0126289,0,0.0101734,0.0189615,0.0170265,0,0,0.10273,0,0.0123389,0.0663836,0.0315595,0.0122276,0.0179509,0.0134335,0.0198841,0.0592887,0.00797456,0.0156203,0.00676626,0.00895498,0.00555698,0.0273773,0.00577856,0.00753749,0.0110345,0.0450751,0.027976,0.0468903,0.00774785,0.0115834,0,0,0,0,0,0,0,0
1140,0.0118926,0,0,0,0,0.0055178,0,0,0,0,0,0,0.00215302,0.0252063,0.0168793,0.0182897,0,0,0.0100568,0,0.0328952,0.0100599,0.0452126,0.0288228,0.00292416,0.0297484,0.0192898,0.0217674,0.0312771,0.0430189,0,0.0230683,0.0238823,0.0124582,0.0124464,0.0146794,0.00659352,0.0168039,0.00946689,0.0127581,0,0.0102507,0.0188737,0.0170138,0,0,0.103007,0,0.0121926,0.0664224,0.0317801,0.0125688,0.0180749,0.0132452,0.0195354,0.0592142,0.00790926,0.0155349,0.0066434,0.00881195,0.00557117,0.0274931,0.00630797,0.00754043,0.0110402,0.045105,0.027986,0.0470024,0.00767177,0.0116655,0,0,0,0,0,0,0,0
1141,0.0119528,0,0,0,0,0.00553934,0,0,0,0,0,0,0.00233156,0.0252125,0.0170979,0.0180773,0,0,0.00997745,0,0.0329175,0.00993315,0.0454869,0.0294462,0.00279469,0.0301395,0.0194326,0.0217272,0.0314636,0.0429547,0,0.0232727,0.023961,0.012421,0.0124721,0.013538,0.00656919,0.0167898,0.00897942,0.0129023,0,0.0104508,0.0187775,0.0170074,0,0,0.103357,0,0.0119785,0.0664791,0.032161,0.0130162,0.0181365,0.0130165,0.0192236,0.0591659,0.0078819,0.0155479,0.00651852,0.00873074,0.00573629,0.0275996,0.00664568,0.00766554,0.0112155,0.0452023,0.0279947,0.0470553,0.00757454,0.0115967,0,0,0,0,0,0,0,0
1142,0.0120454,0,0,0,0,0.00559421,0,0,0,0,0,0,0.00304828,0.0251203,0.0174104,0.0177949,0,0,0.00991626,0,0.0328598,0.00986535,0.0458513,0.0301257,0.00268286,0.0303307,0.0194452,0.0216765,0.0314605,0.0425709,0,0.0234182,0.0240974,0.0123222,0.0124867,0.013012,0.00655013,0.0167491,0.00901612,0.0129288,0,0.0105872,0.0186855,0.0170402,0,0,0.103783,0,0.0118127,0.0666599,0.0323509,0.013407,0.0181973,0.0127607,0.0189199,0.0591341,0.00784922,0.015391,0.00642562,0.00861803,0.00573074,0.0277415,0.00668814,0.00773341,0.0114877,0.0453812,0.0279457,0.047114,0.00746675,0.0116466,0,0,0,0,0,0,0,0
1143,0.0122057,0,0,0,0,0.00558464,0,0,0,0,0,0,0.00350442,0.0251217,0.017674,0.0174018,0,0,0.00977338,0,0.0327748,0.00972588,0.0462282,0.0306739,0.00268888,0.0303383,0.0194403,0.0216044,0.031268,0.0418647,0,0.0234613,0.0239629,0.0121604,0.0125481,0.0128397,0.00647435,0.0167145,0.00937927,0.0131192,0,0.010863,0.0185702,0.0170983,0,0,0.104202,0,0.0116971,0.0668116,0.0326146,0.0138698,0.018264,0.0124924,0.0187418,0.0590779,0.00784027,0.0153217,0.00629187,0.00831623,0.00582202,0.0278553,0.00672269,0.00797124,0.011877,0.0455637,0.0278697,0.0471786,0.00730104,0.0118665,0,0,0,0,0,0,0,0
1144,0.0123705,0,0,0,0,0.00554273,0,0,0,0,0,0,0.00363837,0.0251659,0.0177473,0.017007,0,0,0.0095811,0,0.032741,0.00963532,0.046537,0.0309895,0.00272555,0.0302095,0.0194547,0.021417,0.0309251,0.0410301,0,0.023496,0.0238625,0.0120621,0.0126282,0.0131793,0.00638372,0.016687,0.00976015,0.0130851,0,0.0110565,0.0184548,0.0171214,0,0,0.104595,0,0.0115734,0.0668906,0.0327289,0.0142187,0.0183408,0.0122756,0.0185246,0.0590373,0.00774744,0.0150851,0.006267,0.00778814,0.00600994,0.0279452,0.00657832,0.00825133,0.0121595,0.0457785,0.0277502,0.047196,0.00710009,0.0119867,0,0,0,0,0,0,0,0
1145,0.0124923,0,0,0,0,0.00553556,0,0,0,0,0,0,0.00310732,0.0252398,0.0176013,0.0165461,0,0,0.00936293,0,0.0327326,0.00945319,0.0466823,0.0309868,0.00284381,0.030051,0.0194505,0.0212429,0.0305122,0.0401345,0,0.023607,0.0238557,0.0121446,0.0126795,0.0140482,0.00627042,0.0166811,0.00978305,0.0132406,0,0.0110622,0.0182822,0.0172011,0,0,0.10493,0,0.011403,0.0669518,0.032868,0.014456,0.0183694,0.0120793,0.018239,0.0590204,0.00759028,0.0150273,0.00617722,0.00760432,0.00607048,0.0280426,0.00651983,0.00835317,0.0124337,0.0460424,0.027643,0.0472495,0.0069373,0.0118874,0,0,0,0,0,0,0,0
1146,0.0126663,0,0,0,0,0.00550781,0,0,0,0,0,0,0.00256192,0.0251804,0.0175073,0.0160713,0,0,0.00920199,0,0.0327295,0.00904456,0.0466604,0.0310958,0.00305419,0.0297799,0.0193143,0.0210727,0.0299987,0.0390781,0,0.0235221,0.0237795,0.0120806,0.0127431,0.0151344,0.00626021,0.0166578,0.00988596,0.0135886,0,0.0110633,0.018092,0.0172563,0,0,0.105245,0,0.0112492,0.0670283,0.032971,0.0145819,0.0183778,0.0117912,0.0179485,0.0590196,0.00745854,0.0149263,0.00599654,0.00786807,0.00600569,0.0281367,0.00670302,0.00841617,0.0129502,0.0463625,0.0276127,0.0472551,0.0067951,0.0119122,0,0,0,0,0,0,0,0
1147,0.0128284,0,0,0,0,0.00554524,0,0,0,0,0,0,0.00285962,0.0251401,0.0173409,0.0156161,0,0,0.00905046,0,0.0327187,0.00874235,0.0465528,0.0310951,0.00322697,0.0294048,0.0190916,0.020988,0.0293636,0.0379438,0,0.0234008,0.0236817,0.011996,0.0128227,0.0164433,0.00624364,0.0166234,0.00974144,0.0139545,0,0.0112999,0.0179146,0.0173271,0,0,0.105523,0,0.0111556,0.0670518,0.0330214,0.0148313,0.018359,0.0114608,0.0175213,0.0589853,0.0073912,0.0149399,0.0058466,0.0080691,0.00605664,0.028208,0.00689758,0.00871958,0.0135706,0.0466298,0.0275347,0.0472133,0.00665688,0.0117788,0,0,0,0,0,0,0,0
1148,0.0129172,0,0,0,0,0.00562048,0,0,0,0,0,0,0.00339775,0.0251455,0.0172445,0.0151716,0,0,0.00891626,0,0.0327166,0.00855418,0.0465206,0.0311131,0.00339347,0.0288144,0.0187602,0.0208564,0.0284816,0.0366067,0,0.0232046,0.0234498,0.0119559,0.0129366,0.0177136,0.00619743,0.0165959,0.00914826,0.0141196,0,0.0113286,0.0178491,0.0173327,0,0,0.105832,0,0.0110683,0.0670499,0.0329694,0.0149403,0.0183839,0.0110799,0.0169039,0.0588642,0.00732644,0.0146314,0.0058326,0.00801045,0.00599698,0.0282796,0.00686529,0.00880891,0.0141344,0.0467719,0.027428,0.0471722,0.00648116,0.0116594,0,0,0,0,0,0,0,0
1149,0.0128399,0,0,0,0,0.00572423,0,0,0,0,0,0,0.00400853,0.0251776,0.0169185,0.0147319,0,0,0.00880445,0,0.0327287,0.00841406,0.0466029,0.0307566,0.00362336,0.0279706,0.0182367,0.0206168,0.0273463,0.0349011,0,0.0227822,0.0230889,0.0118342,0.0131737,0.0188225,0.00615226,0.0165484,0.0087594,0.0139185,0,0.0112074,0.0178147,0.0171912,0,0,0.106214,0,0.0108957,0.0670561,0.032765,0.0148365,0.018393,0.0106812,0.0163824,0.0586889,0.00724109,0.0139307,0.00614754,0.00786815,0.0059973,0.0283179,0.00686484,0.00863819,0.0141197,0.0469456,0.0273881,0.047125,0.00633107,0.0115295,0,0,0,0,0,0,0,0
1150,0.0127502,0,0,0,0,0.00583499,0,0,0,0,0,0,0.00450951,0.0252006,0.016685,0.014273,0,0,0.00870893,0,0.0327284,0.00820077,0.0466623,0.0305103,0.00397145,0.0270713,0.0177046,0.0203539,0.0262349,0.0332274,0,0.0223068,0.0226748,0.0116566,0.013455,0.0196329,0.00610682,0.0165229,0.00876788,0.0139596,0,0.0112834,0.0176778,0.0170111,0,0,0.106576,0,0.0106714,0.0671464,0.032639,0.0151252,0.0183382,0.0103706,0.0158685,0.0584734,0.00714898,0.013684,0.00635656,0.00780515,0.00636747,0.028388,0.00703547,0.00869991,0.0144027,0.0470295,0.0274054,0.0470758,0.00622652,0.0115012,0,0,0,0,0,0,0,0
1151,0.0126349,0,0,0,0,0.00595916,0,0,0,0,0,0,0.00495968,0.0251812,0.0163901,0.013837,0,0,0.00865631,0,0.0327066,0.00795936,0.0467848,0.030058,0.00417399,0.0259431,0.0171859,0.0201263,0.025074,0.0314826,0,0.0217366,0.0221147,0.0114552,0.0138071,0.0200147,0.00607031,0.0165301,0.00892763,0.0142994,0,0.0114735,0.0175364,0.0168073,0,0,0.10702,0,0.0104643,0.0673064,0.0323148,0.0156489,0.0181974,0.010069,0.0152554,0.0582485,0.00710362,0.0136147,0.00632977,0.00780051,0.00666391,0.028414,0.00716374,0.00892873,0.01527,0.047069,0.0273291,0.0470384,0.00614294,0.0114669,0,0,0,0,0,0,0,0
1152,0.0126997,0,0,0,0,0.00606758,0,0,0,0,0,0,0.00526667,0.0251732,0.0160193,0.013484,0,0,0.00866052,0,0.0326704,0.00774475,0.0467117,0.0291687,0.0040778,0.0249441,0.0170726,0.0199527,0.0238962,0.0298518,0,0.0211143,0.0215019,0.0111764,0.0142419,0.0202094,0.00617093,0.0165553,0.00863424,0.0147642,0,0.0116962,0.0172695,0.0168874,0,0,0.107266,0,0.0103917,0.0673803,0.0318825,0.0161529,0.0181782,0.00976603,0.0148933,0.0582189,0.00705643,0.0135138,0.00619546,0.00773043,0.0067861,0.0285024,0.00718262,0.00923631,0.0161937,0.0470001,0.0271956,0.0469744,0.00611289,0.0112509,0,0,0,0,0,0,0,0
1153,0.0126974,0,0,0,0,0.00616338,0,0,0,0,0,0,0.00550193,0.0252106,0.0154482,0.0132268,0,0,0.00869467,0,0.0326748,0.00759813,0.0466914,0.0281632,0.00420334,0.0242455,0.0169753,0.0197527,0.0229206,0.0285191,0,0.0206467,0.0208244,0.010959,0.0146593,0.0203791,0.00631675,0.0166099,0.00840801,0.0151027,0,0.0117507,0.0171136,0.0169088,0,0,0.107459,0,0.0103699,0.067385,0.0321175,0.0164025,0.0182678,0.00941341,0.014608,0.0581874,0.00697852,0.0135079,0.00613768,0.00764403,0.00674433,0.0286229,0.00701866,0.00954318,0.0170404,0.0470165,0.0270722,0.0468509,0.00612368,0.0111295,0,0,0,0,0,0,0,0
1154,0.0125842,0,0,0,0,0.00628498,0,0,0,0,0,0,0.0055618,0.0252608,0.015183,0.0130355,0,0,0.00875131,0,0.0327253,0.00750716,0.0466747,0.0276174,0.00441813,0.0235605,0.0168547,0.0194976,0.0219501,0.0273132,0,0.0201412,0.0200194,0.0107109,0.0150225,0.020056,0.00647313,0.0166499,0.00834176,0.0153994,0,0.0116481,0.0170423,0.0168442,0,0,0.10768,0,0.0103455,0.067339,0.0325046,0.0165804,0.0183817,0.00905882,0.0142849,0.0581528,0.00695206,0.0135251,0.00614183,0.00761469,0.00669301,0.0287482,0.00677163,0.00965504,0.0177883,0.047038,0.0268844,0.0467483,0.0061515,0.0112184,0,0,0,0,0,0,0,0
1155,0.0124663,0,0,0,0,0.0063744,0,0,0,0,0,0,0.00548389,0.0253373,0.0150197,0.0128989,0,0,0.0088669,0,0.0327822,0.00746994,0.046633,0.0274742,0.00459512,0.0230666,0.0167909,0.0191663,0.0211274,0.0263944,0,0.0195931,0.0195276,0.0105284,0.0153107,0.019407,0.00662541,0.0166949,0.00834522,0.015564,0,0.0115153,0.0170361,0.0168046,0,0,0.107887,0,0.0103249,0.0673018,0.0328033,0.0168773,0.018449,0.00881742,0.0139562,0.0580847,0.00693215,0.0135319,0.00623134,0.00764016,0.00665489,0.028906,0.00697276,0.00968737,0.0180911,0.0469468,0.0267142,0.0466805,0.00614829,0.0114154,0,0,0,0,0,0,0,0
1156,0.0124567,0,0,0,0,0.00649292,0,0,0,0,0,0,0.00524993,0.0254491,0.0149107,0.0128122,0,0,0.00900076,0,0.0327885,0.00740576,0.0465521,0.0271703,0.0047246,0.0227531,0.0168794,0.0189156,0.0205139,0.0257648,0,0.0190173,0.0193226,0.0104412,0.0154983,0.0188256,0.00678945,0.0167615,0.0083857,0.015756,0,0.0112796,0.0170313,0.0168816,0,0,0.108037,0,0.0103132,0.0673382,0.0330632,0.0170089,0.0185652,0.00857762,0.0137101,0.0580244,0.00690284,0.0134685,0.0062331,0.00765122,0.00661495,0.0291473,0.00693579,0.00956625,0.0186612,0.0467845,0.0266682,0.0466783,0.00612728,0.011363,0,0,0,0,0,0,0,0
1157,0.0124178,0,0,0,0,0.00661968,0,0,0,0,0,0,0.00482027,0.0255263,0.0147403,0.0127573,0,0,0.00910439,0,0.0328236,0.00735692,0.0465173,0.0266937,0.00488937,0.0225059,0.0169869,0.0187105,0.0199773,0.0252059,0,0.0186699,0.0191038,0.0104542,0.015547,0.0187734,0.00691907,0.0168506,0.00844561,0.0160741,0,0.0110401,0.0170855,0.0169267,0,0,0.108234,0,0.0103002,0.0673965,0.0333295,0.0170138,0.0186498,0.00828521,0.013549,0.057974,0.00689998,0.0133897,0.00620516,0.00766521,0.00667506,0.0293433,0.00663393,0.00935443,0.0195899,0.046652,0.0265789,0.0466634,0.00607157,0.0112016,0,0,0,0,0,0,0,0
1158,0.0123955,0,0,0,0,0.00678883,0,0,0,0,0,0,0.00450496,0.025588,0.0144424,0.012754,0,0,0.00916095,0,0.0328363,0.00733209,0.0465393,0.0259743,0.00505243,0.0224126,0.0171212,0.0185579,0.0195551,0.0248821,0,0.0184815,0.0188155,0.0104943,0.0155196,0.0191599,0.00692004,0.0169839,0.00851721,0.0162987,0,0.0110128,0.0171442,0.0170041,0,0,0.108438,0,0.0103544,0.0674047,0.0335752,0.0172576,0.0187037,0.007998,0.0134386,0.0579424,0.00691938,0.0133776,0.00625444,0.00771298,0.00691045,0.0294891,0.00644585,0.00929288,0.020059,0.0465361,0.0263764,0.0466,0.00600055,0.0110517,0,0,0,0,0,0,0,0
1159,0.0122809,0,0,0,0,0.00695599,0,0,0,0,0,0,0.00461511,0.0256336,0.0143432,0.0128555,0,0,0.0091788,0,0.0328411,0.00736091,0.0466419,0.0256889,0.0051236,0.0221967,0.0172333,0.0183664,0.0189411,0.0245555,0,0.018218,0.0184365,0.0104659,0.0156445,0.0199992,0.00692778,0.0171038,0.00858116,0.0163813,0,0.0109786,0.017147,0.0169881,0,0,0.108664,0,0.0104419,0.0673742,0.0338069,0.0175633,0.0187499,0.00780415,0.0132704,0.0578744,0.00695245,0.0133884,0.00634482,0.00779436,0.00684087,0.029694,0.00647442,0.00925923,0.0202358,0.0464395,0.0261386,0.0465307,0.0059432,0.0109787,0,0,0,0,0,0,0,0
1160,0.0120902,0,0,0,0,0.00708062,0,0,0,0,0,0,0.00535387,0.0256945,0.0144421,0.0130669,0,0,0.00923245,0,0.0328788,0.0074667,0.0468243,0.0259002,0.00505555,0.0219194,0.0172849,0.0182351,0.0182648,0.0242659,0,0.0179449,0.0183902,0.0105013,0.0158539,0.0215726,0.00697836,0.0172165,0.00871135,0.016527,0,0.0107267,0.0171161,0.0168489,0,0,0.108973,0,0.0104286,0.0673591,0.0340481,0.0176881,0.0187729,0.00762958,0.0131043,0.0577965,0.00694759,0.0132842,0.00638731,0.00787949,0.00664354,0.0299828,0.00638466,0.00896413,0.0204644,0.0464519,0.0259619,0.046411,0.00599126,0.0108422,0,0,0,0,0,0,0,0
1161,0.0118622,0,0,0,0,0.00712957,0,0,0,0,0,0,0.00725932,0.0257275,0.0144116,0.0132523,0,0,0.00927767,0,0.0329365,0.00754303,0.0469651,0.025837,0.0049737,0.0213578,0.0173542,0.0180827,0.0179235,0.0237335,0,0.0175216,0.0181279,0.0105655,0.0158254,0.0240776,0.007137,0.0172734,0.00885492,0.016891,0,0.0104475,0.0170481,0.0166683,0,0,0.109294,0,0.0103968,0.0673809,0.0343246,0.0177741,0.0187798,0.00732001,0.0130842,0.0576853,0.00696456,0.0131011,0.00634499,0.0079199,0.00645934,0.0302203,0.00607202,0.00858111,0.0208066,0.0464567,0.025859,0.046358,0.00600062,0.0109917,0,0,0,0,0,0,0,0
1162,0.0117121,0,0,0,0,0.0071786,0,0,0,0,0,0,0.00949465,0.0257545,0.0143617,0.0133345,0,0,0.00928911,0,0.0329561,0.00749834,0.0469739,0.0252685,0.00490235,0.0203536,0.0174077,0.0179853,0.0172905,0.0229796,0,0.0170721,0.0176319,0.0108771,0.0154936,0.0270294,0.00723731,0.0172439,0.00895055,0.0175647,0,0.0103438,0.0169349,0.0165078,0,0,0.109561,0,0.010421,0.0674072,0.0345478,0.0179206,0.018728,0.0069592,0.0130945,0.0576429,0.00706793,0.0129516,0.00617232,0.00798829,0.00636445,0.0304442,0.00567426,0.00825552,0.0212865,0.0464749,0.0256907,0.0463324,0.00597976,0.0109598,0,0,0,0,0,0,0,0
1163,0.0115755,0,0,0,0,0.00724049,0,0,0,0,0,0,0.0114032,0.0257785,0.0136642,0.0133789,0,0,0.00931913,0,0.0329602,0.00740683,0.0468295,0.0240695,0.004837,0.0190906,0.0173327,0.0181082,0.0161179,0.0217149,0,0.0166541,0.0171864,0.0113266,0.0151215,0.02949,0.00731906,0.0172044,0.00898373,0.0185631,0,0.0105305,0.0168373,0.0162488,0,0,0.109923,0,0.0104504,0.0674142,0.034893,0.0181705,0.0186552,0.00672938,0.0130829,0.0576394,0.00728238,0.0130339,0.00592615,0.00818015,0.00648156,0.0306106,0.00572031,0.00810362,0.0219638,0.0465727,0.0254144,0.0462863,0.00593523,0.010564,0,0,0,0,0,0,0,0
1164,0.0114643,0,0,0,0,0.00739039,0,0,0,0,0,0,0.0134221,0.0257813,0.01197,0.0135413,0,0,0.00933041,0,0.0329756,0.00751758,0.046638,0.0227255,0.00478614,0.0180783,0.0171852,0.0184433,0.0148239,0.0203079,0,0.0162836,0.0169136,0.011517,0.0151583,0.0313727,0.00733064,0.0171597,0.009007,0.0193896,0,0.0105244,0.0167738,0.0159304,0,0,0.110284,0,0.0104395,0.0673687,0.0353339,0.0183004,0.0186871,0.00656505,0.0129941,0.0575578,0.00746718,0.013004,0.00587926,0.00837329,0.00649826,0.0307889,0.00558277,0.00770463,0.022536,0.0467002,0.025109,0.0461449,0.00586225,0.0101564,0,0,0,0,0,0,0,0
1165,0.0112801,0,0,0,0,0.00746462,0,0,0,0,0,0,0.0158547,0.0258085,0.0101516,0.0137803,0,0,0.00932613,0,0.0330074,0.00753405,0.046429,0.0213817,0.00471355,0.0171109,0.0169526,0.0187361,0.0134715,0.018604,0,0.0155764,0.016262,0.0111388,0.0157112,0.0326566,0.00726088,0.0171178,0.00916785,0.0200077,0,0.0104463,0.0167552,0.0154526,0,0,0.110719,0,0.0103205,0.0673109,0.0356117,0.0185361,0.0186231,0.00651366,0.0128416,0.0573818,0.00762565,0.0129664,0.00597353,0.00860442,0.00648086,0.0308602,0.0054873,0.00739631,0.0230551,0.0469628,0.0248858,0.0459238,0.00576329,0.0099337,0,0,0,0,0,0,0,0
1166,0.0111017,0,0,0,0,0.00751101,0,0,0,0,0,0,0.0181426,0.0258203,0.0087562,0.0141223,0,0,0.00931951,0,0.0330227,0.00757248,0.0462419,0.0203321,0.00464154,0.0161093,0.0167213,0.019019,0.0121415,0.0167708,0,0.0147476,0.0155034,0.0107242,0.0164156,0.0339371,0.00709854,0.0170984,0.0095175,0.0206931,0,0.0102271,0.0167483,0.0149278,0,0,0.111149,0,0.0100601,0.0672776,0.035754,0.0185669,0.0184782,0.00645292,0.0126656,0.0571819,0.0078066,0.0129225,0.00605633,0.00877913,0.00636464,0.0309483,0.00535491,0.00722509,0.0237318,0.0472226,0.0246691,0.0457391,0.00566442,0.00951313,0,0,0,0,0,0,0,0
